actual_rating,predicted_rating,explanation,is_valid_json,error,review_text,latency_sec
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review describes the discovery of a glove fingertip in the food, which is a severe health and hygiene violation. The customer uses extremely negative language such as ""Ewwww,"" ""gross,"" and ""disgusting,"" and explicitly warns others not to order wraps from this location. The intent to contact health authorities further emphasizes the catastrophic failure in food safety, warranting the lowest possible rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Be VERY, VERY careful asking for a sandwich as a wrap. I ordered a ham and cheese make your own sand...",5.658222675323486
1,1.0,"The review is overwhelmingly negative, explicitly stating the desire to give less than one star. It details severe issues with service due to inadequate staffing, poor food quality, high prices, and a strong criticism of both staff competency and management's lack of care. There are no positive aspects mentioned, making a 1-star rating appropriate for such a deeply unsatisfactory experience.",True,,"Look it upsets me that you have to give even one star. 

I can read the other reviews and I have bee...",3.976240873336792
1,1.0,"The review uses overwhelmingly negative language, including ""Baaaaaaad!"", ""mediocre burger"", ""uncooked, tasteless bun"", ""forgot the sauce"", ""ridiculous"" pricing, ""no manager on sight"", and ""What a disappointment."" The extensive list of failures covers food quality, service, management, and value, indicating an extremely poor experience and a strong recommendation to avoid.",True,,"New N. Scottsdale location, Baaaaaaad!  The were 10 staff members milling around and there was no ma...",4.726869106292725
1,1.0,"The review uses extremely negative language like ""Terrible service,"" ""broke within 2 wks,"" ""would not honor their warranty,"" and describes a ""red flag"" business practice (cash only). There are no redeeming qualities or positive remarks, indicating a complete failure in service and product reliability.",True,,Terrible service--they replaced my phone screen and it broke within 2 wks. Phone was not dropped or ...,3.0919859409332275
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review uses overwhelmingly negative language like ""not good"", ""mediocre at best"", ""scattered and unfocused"", ""Bland hamburger"", ""completely overcooked and dry"", and ""Soggy duck fat fried"". The only brief positive, ""cooked perfectly in the center"", is immediately negated by the rest of the burger being overcooked. The reviewer\'s disappointment with both service and food quality, combined with poor value for money, indicates a severely unsatisfactory experience.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Maybe I ate at a different restaurant than the other people, or once they got through the ""soft open...",4.550609827041626
1,1.0,"The review expresses extreme negative sentiment, alleging overcharging for parts ($1300 vs $316), a questionable diagnosis fee, and explicitly warns others to 'Stay away!'. The reviewer is escalating the issue by filing a complaint with the Attorney General's office, indicating a highly unsatisfactory and potentially fraudulent experience.",True,,One stop has one goal and that is to get the $80. diagnosis fee and split.  Francisco told me i need...,3.5352611541748047
1,1.0,"The review is overwhelmingly negative, describing the food as 'greasy old beef', lacking flavor, 'very oily', and even causing sickness. The reviewer explicitly states 'No stars for that beef' and expresses extreme disappointment, even sarcastically mentioning that not being sick for days was a 'saving grace'.",True,,"Maybe I should have had a hot dog but I crave Chicago's Italian beef,  I didn't get it here just som...",4.165915250778198
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review uses extremely strong negative language (""mucho mierda,"" ""left much to be desired,"" ""ripped off"") to describe the food, value, and overall experience. Despite minor initial compliments on staff and salsa, the detailed complaints about flavorless food, stingy portions, high prices for poor quality, and extra charges heavily outweigh any positives, leading to a firm decision not to return.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","Mucho Gusto es mucho mierda. 

Let me say first, that the place is cute, the staff is friendly, and ...",4.570537805557251
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review is overwhelmingly negative, citing 'poor service', being 'cheated out of money', and repeated instances of 'very little toppings' resulting in unexpected extra charges. The reviewer expresses strong frustration over the 'principle' of these charges and the restaurant's unresponsiveness to complaints. The explicit statement 'I will not be visiting this establishment again' confirms an extremely unsatisfactory experience, warranting the lowest possible rating."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I signed up for Yelp just because of the poor service and being cheated out of money from Cafe Rio. ...,7.154789209365845
1,1.0,"The review is overwhelmingly negative, explicitly stating regret, disappointment, and disgust over 'brown and yellow' and 'nasty lettuce'. The customer also states 'won't be returning here', indicating a terrible experience.",True,,I work right across the street and a few of us went here for lunch one afternoon. I ordered a salad ...,3.4885501861572266
1,1.0,"The review uses extremely strong negative language such as ""stay far, far, away from the tuna"", ""nothing was worse than slowly starving...but I found it in the form of this cold, barely-recognizable-as-food sandwich"", and ""prefer eating tuna out of the can over this"". There are no positive aspects mentioned, indicating a terrible experience.",True,,I wish I could review the cold food stand attached to this restaurant separately because I want to t...,3.062688112258911
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review details an overwhelmingly negative experience, citing an excessive 35-minute wait for simple sandwiches, staff ignoring customers, and feeling ""completely ignored"" and ""totally disgusted with their service."" The patron also found it ""overpriced"" and felt ""worthless"" when leaving. Despite the food being described as ""okay,"" the severe service issues and negative emotional impact warrant the lowest possible rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Went there first thing thing this morning. Ordered 2 simple sandwiches. Took over 35 minutes to make...,5.375463008880615
1,1.0,"The review uses overwhelmingly negative and disgusted language to describe multiple bad experiences, including food quality issues (""hard bun,"" ""extremely rubbery tenders,"" ""lettuce most people toss,"" ""thin and pale tomatoes""), misleading advertising (""bait and switch,"" ""not at all like the picture""), and poor service. The sentiment of ""never, never again"" reinforces extreme dissatisfaction.",True,,This place is the classic bait and switch joint.  I ordered through the drive-thru and told the pers...,4.357378244400024
1,1.0,"The review indicates a critical security failure and management's indifference, leading to the theft of catalytic converters in broad daylight. While the water park itself is described as 'OK', this severe negative experience, coupled with strong warnings to others, overrides any minor positive aspect and warrants the lowest rating.",True,,"Water park is OK.  However, the parking lot has ZERO security.  No security patrols, no cameras.  My...",5.031480073928833
1,1.0,"The review describes an extremely negative experience, highlighting severe hygiene issues with hair found in the food. This is compounded by bland, tasteless dishes, a confusing ordering process, and dismissive customer service. There are no positive aspects mentioned, indicating a complete failure across food quality, hygiene, and service.",True,,"There was hair in the food. Not just 1 but 2 in the same Bhel Puri dish.

The whole experience was p...",4.151376962661743
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review describes a severe and potentially hazardous food safety issue with a ""rotten chicken tamale"" and ""rancid fat,"" leading to a ""stinky"" meal. The wait staff\'s indifferent response (\'shrugged it off\') further highlights a poor customer service experience. Despite a 25-year patronage, the customer explicitly states the place is now ""off limits,"" indicating extreme dissatisfaction and a complete loss of trust. This combination warrants the lowest possible rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","We've been going here for 25 years and I had my first BAD meal recently. A rotten chicken tamale, th...",4.759988784790039
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review expresses extreme dissatisfaction, detailing severe issues including physical harm (burnt fingers), poor hygiene (dirty, messy), unprofessional conduct (noisy, personal questions, cell phone use during service), and explicit statements of never returning. The only mention of 'cheaper' is immediately negated by the 'get what you pay for' sentiment, indicating a terrible overall experience."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I got my nails done there last Thursday for the first and last time. I would never ever go back ther...,3.8757550716400146
1,1.0,"The reviewer's initial attempt to engage with the business was met with extreme rudeness from the owner, who repeatedly dismissed them and told them to go elsewhere. This direct negative interaction completely overshadowed any secondhand positive opinions, leading to a firm decision to never visit the establishment. The owner's 'snarling' behavior warrants the lowest possible rating.",True,,I called The Town Dump to ask if I could come in this week and interview them for an English paper a...,4.744367837905884
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review uses extremely negative and harsh language to describe multiple aspects, including the clientele (""Yuck! Old scuzy men and middle aged women with fake boobs""), severe understaffing, prolonged lack of service, and rude management. The reviewer explicitly states they ""will NOT return"" due to the ""lack of service and efficiency."" This indicates a complete dissatisfaction with the experience.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Wow?!  Is this the new Barcelona?!  Yuck!  Old scuzy men and middle aged women with fake boobs that ...,3.696458101272583
1,1.0,"The review uses overwhelmingly negative language such as 'no Manager in sight', 'scolded', and 'will not spend one more dime here'. There are no positive aspects mentioned, indicating a terrible experience with multiple service failures and a clear intent never to return.",True,,I don't get it. This place is crazy busy with no Manager in sight and in hiding during the busy dinn...,3.574399948120117
1,1.0,"The review contains extremely strong negative language (""Not recommended"", ""racial slurs"", ""rednecks"") describing repeated and severe negative experiences related to racial discrimination. There are no redeeming positive comments about the establishment, indicating a completely unacceptable experience.",True,,"Not recommended if you're not white. For me, it's the third time somebody threw out racial slurs at ...",3.317300796508789
1,1.0,"The review describes a severe negative outcome where the pet sustained a hematoma during the spay event that was not present beforehand. The owner explicitly states being ""pretty mad,"" indicating extreme dissatisfaction with the service and its consequences. There are no positive aspects mentioned to balance this significant issue.",True,,I took my kitty to the Beat the Heat low cost spay event and she came home with a hematoma in her ea...,3.289020299911499
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review is overwhelmingly negative, highlighting a multitude of severe issues: the facility\'s poor condition, exceptionally rude and unhelpful staff, disgusting food (popcorn tasted like cough syrup), unsanitary conditions, disruptive patrons, and an unsupportive, threatening manager. The customer explicitly states it was a ""complete waste of time and money"" and strongly recommends others to ""stay away,"" indicating a complete failure across all service and experience aspects.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Was in town for a business meeting and tried to catch a movie with a friend. First impression of the...,4.647140026092529
1,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'This review details an overwhelmingly negative experience, citing ""absolute worse service"" across two visits, including being ignored, extremely slow service, order errors, and unhelpful management. Despite acknowledging the food as ""excellent"" and the sushi chefs as ""great,"" the consistent and severe service failures led to extreme disappointment and the explicit decision to ""not go back."" The pervasive service issues completely overshadow any positive aspects, warranting the lowest possible rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","The absolute worse service I've encountered. My boyfriend, son and I sat at a tepan table, we were i...",5.12262487411499
1,1.0,"The reviewer explicitly states a preference for 1.2 stars and rounds down, indicating a strong negative experience. The review is filled with heavy sarcasm and disdain, criticizing the bar's atmosphere, music selection, and general vibe, culminating in a declaration of ""Oh lord don't ever make me go back."" Any faint positives are immediately negated or attributed to the reviewer's own efforts.",True,,Ok..I told Amanda that anyplace that serves beer would have a tough time getting less than 2 stars f...,6.256242036819458
2,3.0,"The review starts with ""just OK!"" setting a neutral baseline. Positive points include ""fresh jalapenos option,"" ""filling,"" and ""Free peanuts."" However, significant negatives are ""fries hardly had seasoning"" and ""a bit pricey."" The willingness to ""give it another try"" in a few months prevents a lower rating, but the specific complaints keep it from being above average.",True,,"Its was just OK!
Liked the fresh jalapenos option, fries hardly had seasoning, was a bit pricey, but...",4.199609756469727
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review is overwhelmingly negative, detailing significant food quality issues such as raw hash browns and undercooked eggs, which ruined the breakfast experience. Although the reviewer noted reasonable pricing and gave an 'extra star' for local ingredients, and liked the pork chop and bread, these minor positives are heavily overshadowed by the explicit criticism and strong recommendation to 'try somewhere else' due to a 'lack of quality'."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I am new to the Phoenix area and was in the mood for someone else to cook my breakfast for a change ...,4.442962884902954
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The reviewer explicitly states the guacamole and salsa were 'not very good at all', and the rest of the food was 'just okay'. They expressed significant disappointment, stating they 'expected so much better' given the restaurant's location. Despite the reviewer admitting a critical preference for Mexican food, the overall experience described is clearly negative and below average, warranting a low rating."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","I've always said if the guacamole, chips and salsa aren't good, the food is not likely to be good ei...",4.361952781677246
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The burger, a primary food item, received strong negative feedback for being ""tasteless"" and having a ""weird texture."" While the fries were ""decent"" and the Rootbeer ""delicious,"" the significant failure of a main dish is a major detractor. However, the explicit willingness to ""definitely come back to give them another try"" for the frozen selection prevents a 1-star rating, indicating potential for redemption despite the initial very poor experience with the burger.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",The burger I had there was tasteless and had a weird texture. The fries were decent and their signat...,7.2943220138549805
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review explicitly states ""This 2 stars is extremely generous,"" immediately signaling a very low overall sentiment. The narrative details extensive negative experiences: over an hour wait, lack of updates, watching other parties seated first, a shockingly rude waiter, and drinks tasting like ""cherry Nyquil."" While the food was eventually deemed ""really good"" and a manager intervention improved the situation somewhat, the overwhelming focus is on the ""horrible"" service and a strong statement of not returning. The initial and concluding negative statements heavily outweigh any positive food comments, warranting a 1-star rating.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","This 2 stars is extremely generous. Wanna know why? Read on.

My party of 7 and a baby got to Pappad...",4.671679973602295
2,1.0,"The review is overwhelmingly negative, citing multiple severe issues: ""over-hyped,"" ""overpriced,"" ""small portions,"" ""low quality meat,"" ""slow service,"" and ""sterile decor."" There are absolutely no positive remarks or redeeming qualities mentioned, indicating a very poor experience.",True,,I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is l...,3.867684841156006
2,2.0,"The review contains a mix of sentiment: 'it's okay' and 'good' for one dish. However, these are heavily outweighed by strong negative statements like 'won't be coming back', 'portions are small', 'not a single shrimp', 'cheap bastards', and 'lower quality'. The explicit refusal to return and the strong negative language indicate a very poor experience despite a minor positive point.",True,,I've been here twice for lunch. It's okay but I won't be coming back. The portions are small. I had ...,4.246371746063232
2,2.0,"The reviewer explicitly states a low sentiment, ""just not enough to give it three."" While there are positives like ""happy hour all night"" and ""pretty good specials,"" these are heavily overshadowed by significant negatives: food being ""just OK,"" running out of ahi tuna by 9 pm, and closing ""SO early"" (10 pm last call on Sunday). The operational issues and mediocre food justify a low rating.",True,,"2.5, just not enough to give it three. 

Food was just OK and they ran out of ahi tuna by 9pm! 

The...",4.242115259170532
2,1.0,"The review expresses profound disappointment using strong negative language like ""disappointed,"" ""'meh' feeling,"" ""failing epically,"" ""soulless,"" ""fails to be genuine,"" and ""fails to deliver."" The comparison to ""middling boring"" Coldplay solidifies an extremely dissatisfying experience, leading to the lowest possible rating.",True,,"Talk about disappointed.  I had high hopes for this place, what with its location and idiosyncratic ...",3.681396961212158
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The reviewer expresses profound discomfort and alienation with the establishment\'s atmosphere and clientele, describing it as ""Hooterville"" and a ""fake world."" While the food receives some positive remarks (e.g., ""super hot and tasty"" sauce, ""southwestern flare"" beans), these are significantly overshadowed by the overwhelmingly negative and critical description of the environment and the reviewer\'s personal distaste for the vibe. This indicates a poor overall experience, despite edible food.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","When I walked through the swinging doors around noon on a Sunday, I walked into Hooterville.  Think ...",8.691195249557495
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review uses overwhelmingly negative language like ""bland and lackluster food,"" ""not worth the price or the wait,"" ""most flavorless breakfast item I have ever consumed,"" ""downright disgusting,"" and ""worst breakfast item ever tasted."" Despite a couple of minor positives (healthy concept, nice patio), the core food and service experience was a disaster, leading to a strong statement of not returning.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",Bland and lackluster food that is not worth the price or the wait to get it.  We had lunch at Nouris...,4.351445913314819
2,2.0,"The reviewer explicitly states this is their ""first 2-star rating"" and describes feeling ""sad and disappointed"" by ""less than mediocre food and terrible service"" during dinner. While the bar experience and appetizer were positive, the main courses and the overall dining service were overwhelmingly negative, leading to a ""devastated"" feeling and a profound failure to meet expectations.",True,,Oh Man. This is not the place I imagined I would assign my first 2-star rating. I woke up as sad and...,5.505326986312866
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The reviewer explicitly states that despite Kim being 'amazing,' the receptionist's behavior makes the 'whole experience stressful and not worth going.' The concluding statement, 'not amazing enough for me to be willing to deal with his wife,' confirms that the severe negative aspect completely outweighs any positive and prevents a return visit, indicating a fundamentally unacceptable overall experience."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",I've been to Jade spirit a few times and Kim really does a great job and he has helped me a great de...,3.838823080062866
2,1.0,"The review is overwhelmingly negative, highlighting severe issues like staff neglecting the dining room, patrons having to move dirty plates to sit down, and concerns about unrefrigerated salsa bottles. The reviewer explicitly advises going to competitors, indicating a completely unsatisfactory experience due to fundamental cleanliness and service failures.",True,,Hire a busboy! I had to say it. I had to take these pictures. This is my _third_ visit since my May ...,3.5431880950927734
2,,,False,"API error: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'The model is overloaded. Please try again later.', 'status': 'UNAVAILABLE'}}","We had a mixed experience at Happy Hour (HH) and dinner.  Quick summary follows.  

Hits:

+ Food wa...",5.317199230194092
2,1.0,"The review uses overwhelmingly negative language, including 'don't know how this place stays in business', 'so limited', 'bland', 'yuck!', and 'way too tangy'. The reviewer expresses strong dissatisfaction with the menu variety, the taste of specific items, and the lack of authentic Greek identity, with absolutely no positive comments or redeeming factors mentioned.",True,,I don't know how this place stays in business. The menu is so limited. Would you like chicken or chi...,4.581741094589233
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The review expresses overwhelming disappointment with nearly every aspect of the experience, from service (hostesses, server, manager) to food quality (dry chicken, general disappointment with food) and timing. Strong negative phrases like ""very disappointed"" and ""Will not return"" indicate a terrible visit. The sole positive comment about salad and soup is minor and completely overshadowed by numerous significant complaints.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",The latest Consumer Report magazine gave this restuarant  a higher point value that Houstons.   We d...,4.417801141738892
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""While the food, particularly the biryani and naan, received high praise for flavor and quality, the review explicitly details severe negative experiences with the chintzy interior, extremely surly and inattentive service, and baffling, low-quality television entertainment. The reviewer's own 'equation' clearly concludes with a 2-star rating, indicating that the significant issues with service and ambiance heavily outweigh the good food."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","I'm going to break this down to explain my two stars. Here we go.

THE GOOD: 
* Great Sindhi biryani...",5.664286851882935
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': 'The reviewer expresses deep love for REI as a brand, praising its merchandise and overall quality, even calling it ""5star"" and mentioning ""friendly folks"" in other departments. However, the core of the review details an extremely negative, unprofessional, and persistent interaction with a single checkout clerk who was rude and condescending. This significant customer service failure heavily detracts from the positive feelings, resulting in a low rating despite the product satisfaction.', 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]",REI.. I love you .. what and who did you hire??!!! BECAUSE you are such a 5star.. you rock.. you hav...,6.82280421257019
2,2.0,"The review indicates a significant decline in property management, citing unresponsive front office staff, constant rent increases, and added fees. The only positive feedback is for the friendly and responsive maintenance staff, which prevents a 1-star rating. Overall, the experience is overwhelmingly negative despite the maintenance team's efforts.",True,,"I've lived at Mark Taylor properties for about five or six years now and I have to say, they have de...",3.9977500438690186
2,,,False,"Validation/Parsing failed, Error: [{'type': 'string_too_long', 'loc': ('explanation',), 'msg': 'String should have at most 400 characters', 'input': ""The review uses overwhelmingly negative and strong language ('GHETTO!', 'scarred', 'people stink!') to describe hygiene, safety, and the general environment, indicating a very poor experience. While the reviewer explicitly states they are giving 2 stars instead of 1 due to the bus being on time and a cool driver, these minor positives are not enough to significantly offset the numerous and severe negatives mentioned."", 'ctx': {'max_length': 400}, 'url': 'https://errors.pydantic.dev/2.12/v/string_too_long'}]","One word sums this place up. GHETTO! The other reviews were right on the money. I'm not gonna lie, I...",6.18927001953125
